url,page_intent,section_heading,asset_type,asset_path,alt_text,caption,artist,verified_real_work,intent_alignment_score,provenance_status,action,notes
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/armored-archangel-wings-sword-back-bf61b780.png,"Black and grey armored archangel with wings and sword on upper back. — Joshua Cole, Work of Art Las Vegas",Armored archangel wings sword back,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/small-temple-and-cheek-tattoos-bab7c7fa.webp,,Small temple and cheek tattoos,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/small-temple-and-cheek-tattoos-bab7c7fa.png,"Side profile showing small fine-line temple and cheek tattoos on a man's face. — Joshua Cole, Work of Art Las Vegas",Small temple and cheek tattoos,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/all-seeing-eye-luck-forearm-90bce5f7.webp,,All-seeing eye luck forearm,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/all-seeing-eye-luck-forearm-90bce5f7.png,"Black and grey all-seeing eye with FUCK LUCK banner and money bags on forearm. — Joshua Cole, Work of Art Las Vegas",All-seeing eye luck forearm,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/skull-and-eye-forearm-realism-c7f1842e.webp,,Skull and eye forearm realism,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/skull-and-eye-forearm-realism-c7f1842e.png,"Black and grey realistic skull stacked beneath a detailed eye on the forearm. — Joshua Cole, Work of Art Las Vegas",Skull and eye forearm realism,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/hourglass-luck-gun-arm-sleeve-422c6a76.webp,,Hourglass luck gun arm sleeve,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/hourglass-luck-gun-arm-sleeve-422c6a76.png,"Hourglass with money bags, eye, and smoking pistol sleeve on upper arm. — Joshua Cole, Work of Art Las Vegas",Hourglass luck gun arm sleeve,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/fine-line-howling-werewolf-ankle-7ea2af20.webp,,Fine-line howling werewolf ankle,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/fine-line-howling-werewolf-ankle-7ea2af20.png,"Fine-line howling werewolf outline tattooed above the ankle on lower leg. — Joshua Cole, Work of Art Las Vegas",Fine-line howling werewolf ankle,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/archangel-wings-shoulder-blade-tattoo-31ae60e1.webp,,Archangel wings shoulder blade tattoo,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/archangel-wings-shoulder-blade-tattoo-31ae60e1.png,"Detailed black and grey armored archangel with feathered wings on shoulder blade. — Joshua Cole, Work of Art Las Vegas",Archangel wings shoulder blade tattoo,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/beauty-script-roses-inner-forearm-195a396a.webp,,Beauty script roses inner forearm,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/beauty-script-roses-inner-forearm-195a396a.png,"Cursive Beauty script with crossed rose stems on inner forearm. — Joshua Cole, Work of Art Las Vegas",Beauty script roses inner forearm,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/cross-eye-skull-forearm-stack-5bc3d948.webp,,Cross eye skull forearm stack,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/cross-eye-skull-forearm-stack-5bc3d948.png,"Ornate cross, realistic eye, and skull stacked down outer forearm. — Joshua Cole, Work of Art Las Vegas",Cross eye skull forearm stack,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/superman-shield-left-temple-tattoo-bd7eb0d3.webp,,Superman shield left temple tattoo,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/superman-shield-left-temple-tattoo-bd7eb0d3.png,"Red and black Superman S shield tattoo on a man's left temple. — Joshua Cole, Work of Art Las Vegas",Superman shield left temple tattoo,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/fuck-luck-all-seeing-bicep-1416bc55.webp,,Fuck luck all-seeing bicep,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/fuck-luck-all-seeing-bicep-1416bc55.png,"Realistic all-seeing eye with FUCK LUCK banner on outer bicep. — Joshua Cole, Work of Art Las Vegas",Fuck luck all-seeing bicep,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/fine-line-ankle-tattoos-trio-ee57f2a6.webp,,Fine-line ankle tattoos trio,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/fine-line-ankle-tattoos-trio-ee57f2a6.png,"Three clients display fine-line ankle tattoos of a figure, pin, and star. — Joshua Cole, Work of Art Las Vegas",Fine-line ankle tattoos trio,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/cross-eye-skull-forearm-piece-76a60a87.webp,,Cross eye skull forearm piece,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/cross-eye-skull-forearm-piece-76a60a87.png,"Vertical forearm piece with ornate cross, detailed eye, and skull below. — Joshua Cole, Work of Art Las Vegas",Cross eye skull forearm piece,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/cross-eye-skull-brown-skin-6ad610b8.webp,,Cross eye skull brown skin,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/cross-eye-skull-brown-skin-6ad610b8.png,"Black and grey cross, eye, and skull forearm tattoo on brown skin. — Joshua Cole, Work of Art Las Vegas",Cross eye skull brown skin,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/realistic-eye-skull-forearm-d4475940.webp,,Realistic eye skull forearm,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/realistic-eye-skull-forearm-d4475940.png,"Realistic human eye above a shaded skull on medium-tone forearm. — Joshua Cole, Work of Art Las Vegas",Realistic eye skull forearm,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/shaded-skull-forearm-close-up-aeefd89f.webp,,Shaded skull forearm close-up,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/shaded-skull-forearm-close-up-aeefd89f.png,"Three-quarter black and grey skull with smoky shading on forearm. — Joshua Cole, Work of Art Las Vegas",Shaded skull forearm close-up,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/cross-eye-skull-darker-skin-ed94e39a.webp,,Cross eye skull darker skin,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/cross-eye-skull-darker-skin-ed94e39a.png,"Full forearm cross, eye, and skull sleeve on darker skin tone. — Joshua Cole, Work of Art Las Vegas",Cross eye skull darker skin,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/ornate-cross-realistic-eye-forearm-1473ab08.webp,,Ornate cross realistic eye forearm,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/ornate-cross-realistic-eye-forearm-1473ab08.png,"Beveled ornate cross above a realistic eye on outer forearm. — Joshua Cole, Work of Art Las Vegas",Ornate cross realistic eye forearm,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/smoky-eye-and-skull-forearm-98200338.webp,,Smoky eye and skull forearm,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/smoky-eye-and-skull-forearm-98200338.png,"Smoky black and grey eye above skull realism on outer forearm. — Joshua Cole, Work of Art Las Vegas",Smoky eye and skull forearm,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/mushroom-ghost-blossom-foot-tattoos-13b96e0d.webp,,Mushroom ghost blossom foot tattoos,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/mushroom-ghost-blossom-foot-tattoos-13b96e0d.png,"Whimsical mushroom, ghost, and cherry blossom fine-line foot tattoos. — Joshua Cole, Work of Art Las Vegas",Mushroom ghost blossom foot tattoos,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/norse-odin-viking-ship-sleeve-29096302.webp,,Norse Odin Viking ship sleeve,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/norse-odin-viking-ship-sleeve-29096302.png,"Norse Odin portrait sleeve with Viking ship and red lightning bolts. — Joshua Cole, Work of Art Las Vegas",Norse Odin Viking ship sleeve,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/color-realism-gold-grillz-portrait-609ec82d.webp,,Color realism gold grillz portrait,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/color-realism-gold-grillz-portrait-609ec82d.png,"Color realism portrait of face-tattooed man revealing gold grillz artwork. — Joshua Cole, Work of Art Las Vegas",Color realism gold grillz portrait,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/valkyrie-winged-helmet-upper-arm-f4ddbbb2.webp,,Valkyrie winged helmet upper arm,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/valkyrie-winged-helmet-upper-arm-f4ddbbb2.png,"Profile Valkyrie in winged helmet with cheek runes on upper arm. — Joshua Cole, Work of Art Las Vegas",Valkyrie winged helmet upper arm,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/black-and-grey-rapper-calf-portraits-fe20f013.webp,,Black and grey rapper calf portraits,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/black-and-grey-rapper-calf-portraits-fe20f013.png,"Matching black-grey calf portraits of Lil Peep and a tongue-out rock singer with neck rose — Joshua Cole, Work of Art Las Vegas",Black and grey rapper calf portraits,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/egyptian-goddess-neck-portrait-tattoo-3d49b9f9.webp,,Egyptian goddess neck portrait tattoo,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/egyptian-goddess-neck-portrait-tattoo-3d49b9f9.png,"Black-grey Egyptian woman with scarab headdress and Eye of Horus mark on neck — Joshua Cole, Work of Art Las Vegas",Egyptian goddess neck portrait tattoo,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/artist-preparing-gloves-in-studio-0e0344c2.webp,,Artist preparing gloves in studio,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/artist-preparing-gloves-in-studio-0e0344c2.png,"Heavily tattooed artist donning pink gloves inside Work of Art flash-lined studio — Joshua Cole, Work of Art Las Vegas",Artist preparing gloves in studio,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/veiled-crowned-woman-realism-tattoo-20d31cad.webp,,Veiled crowned woman realism tattoo,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/veiled-crowned-woman-realism-tattoo-20d31cad.png,"Black-grey veiled woman with ornate crown and clasped praying hands on forearm — Joshua Cole, Work of Art Las Vegas",Veiled crowned woman realism tattoo,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/all-seeing-eye-triangle-tattoo-e010665e.webp,,All-seeing eye triangle tattoo,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/all-seeing-eye-triangle-tattoo-e010665e.png,"Realistic eye inside a triangle with swirling smoke ribbons, black-grey forearm piece — Joshua Cole, Work of Art Las Vegas",All-seeing eye triangle tattoo,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/black-grey-bondage-portrait-tattoo-2c77c6c3.webp,,Black grey bondage portrait tattoo,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/black-grey-bondage-portrait-tattoo-2c77c6c3.png,"Realistic blindfolded woman with collar, chain and wrist shackles in black-grey ink — Joshua Cole, Work of Art Las Vegas",Black grey bondage portrait tattoo,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/red-rose-alexis-name-tattoo-8ee69c62.webp,,Red rose Alexis name tattoo,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/red-rose-alexis-name-tattoo-8ee69c62.png,"Color realism red rose with soft green halo and cursive Alexis script on inner forearm — Joshua Cole, Work of Art Las Vegas",Red rose Alexis name tattoo,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/black-grey-temple-rose-tattoo-e483138e.webp,,Black grey temple rose tattoo,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/black-grey-temple-rose-tattoo-e483138e.png,"Soft-shaded black-grey rose tattoo on temple beside a small outline heart on cheek — Joshua Cole, Work of Art Las Vegas",Black grey temple rose tattoo,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/veiled-crowned-woman-shoulder-tattoo-51d91c9f.webp,,Veiled crowned woman shoulder tattoo,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/veiled-crowned-woman-shoulder-tattoo-51d91c9f.png,"Black-grey veiled woman with ornate crown clutching fabric on upper arm, halo backdrop — Joshua Cole, Work of Art Las Vegas",Veiled crowned woman shoulder tattoo,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/odin-mechanical-eye-lightning-tattoo-4052a62b.webp,,Odin mechanical eye lightning tattoo,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/odin-mechanical-eye-lightning-tattoo-4052a62b.png,"Odin portrait with gem helmet, gear monocle and lightning bolts wrapping shoulder and arm — Joshua Cole, Work of Art Las Vegas",Odin mechanical eye lightning tattoo,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/falling-winged-angel-realism-tattoo-ef852dbb.webp,,Falling winged angel realism tattoo,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/falling-winged-angel-realism-tattoo-ef852dbb.png,"Black-grey Icarus-style falling angel with spread feathered wings on leg, fine-line shading — Joshua Cole, Work of Art Las Vegas",Falling winged angel realism tattoo,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/medusa-portrait-fresh-4107ab02.webp,,Medusa portrait fresh,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/medusa-portrait-fresh-4107ab02.png,"Fresh black and grey Medusa realism forearm tattoo — Joshua Cole, Work of Art Las Vegas",Medusa portrait fresh,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/fantasy-portrait-with-lightning-b9702cf5.webp,,Fantasy portrait with lightning,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/fantasy-portrait-with-lightning-b9702cf5.png,"Black and grey fantasy portrait tattoo with orange energy — Joshua Cole, Work of Art Las Vegas",Fantasy portrait with lightning,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/memorial-eagle-script-13afb944.webp,,Memorial eagle script,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/memorial-eagle-script-13afb944.png,"Healed black and grey memorial eagle tattoo — Joshua Cole, Work of Art Las Vegas",Memorial eagle script,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/roaring-lion-with-crown-of-thorns-b66555e2.webp,,Roaring lion with crown of thorns,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/roaring-lion-with-crown-of-thorns-b66555e2.png,"Black and grey roaring lion tattoo with thorn crown — Joshua Cole, Work of Art Las Vegas",Roaring lion with crown of thorns,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/icarus-falling-angel-a1111068.webp,,Icarus falling angel,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/icarus-falling-angel-a1111068.png,"Black and grey Icarus falling angel tattoo — Joshua Cole, Work of Art Las Vegas",Icarus falling angel,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/dove-in-flight-5a41df51.webp,,Dove in flight,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/dove-in-flight-5a41df51.png,"Black and grey dove realism tattoo on shoulder — Joshua Cole, Work of Art Las Vegas",Dove in flight,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/norse-odin-half-sleeve-618e0bc3.webp,,Norse Odin half sleeve,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/norse-odin-half-sleeve-618e0bc3.png,"Norse Odin half sleeve with orange lightning — black and grey realism by Joshua Cole, Work of Art Las Vegas",Norse Odin half sleeve,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/all-seeing-eye-triangle-bb2920b5.webp,,All-seeing eye triangle,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/all-seeing-eye-triangle-bb2920b5.png,"Black and grey all-seeing eye in triangle with smoke ribbons — Joshua Cole, Work of Art Las Vegas",All-seeing eye triangle,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/roaring-lion-thigh-portrait-220154a4.webp,,Roaring lion thigh portrait,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/roaring-lion-thigh-portrait-220154a4.png,"Black and grey roaring lion thigh tattoo — Joshua Cole, Work of Art Las Vegas",Roaring lion thigh portrait,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/norse-full-sleeve-narrative-1bc3cc09.webp,,Norse full sleeve narrative,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/norse-full-sleeve-narrative-1bc3cc09.png,"Full Norse sleeve — Odin portrait, longship, and runes with orange highlights — Joshua Cole, Work of Art Las Vegas",Norse full sleeve narrative,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/realistic-lipstick-kiss-mark-5baed596.webp,,Realistic lipstick kiss mark,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/realistic-lipstick-kiss-mark-5baed596.png,"Color realism lipstick kiss mark tattoo — Joshua Cole, Work of Art Las Vegas",Realistic lipstick kiss mark,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/the-crow-portrait-tattoo-7ae96710.webp,,The Crow portrait tattoo,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/the-crow-portrait-tattoo-7ae96710.png,"Eric Draven Crow tattoo with gothic quote — black and grey illustrative work by Joshua Cole, Work of Art Las Vegas",The Crow portrait tattoo,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/lipstick-kiss-mark-session-0e676d8c.webp,,Lipstick kiss mark session,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/lipstick-kiss-mark-session-0e676d8c.png,"Fresh lipstick kiss mark tattoo in studio — Joshua Cole, Work of Art Las Vegas",Lipstick kiss mark session,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/three-eyed-demon-forearm-fd5b8cd8.webp,,Three-eyed demon forearm,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/three-eyed-demon-forearm-fd5b8cd8.png,"Illustrative three-eyed demon with lyric text — black, grey, and red by Joshua Cole, Work of Art Las Vegas",Three-eyed demon forearm,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/demon-piece-in-progress-c0d80f61.webp,,Demon piece in progress,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/demon-piece-in-progress-c0d80f61.png,"Illustrative demon tattoo session detail — Joshua Cole, Work of Art Las Vegas",Demon piece in progress,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/the-crow-stained-glass-frame-20765b48.webp,,The Crow stained-glass frame,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/the-crow-stained-glass-frame-20765b48.png,"The Crow Eric Draven in circular rain frame — Joshua Cole, Work of Art Las Vegas",The Crow stained-glass frame,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/studio_gallery/,tattoo,Joshua Cole · Tattoos,image,/studio_gallery/demon-tattoo-white-highlights-c19414bd.webp,,Demon tattoo white highlights,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
